Brand,Model,Engine Capacity,Price,Kilometers,Location
Yamaha SZ-RR,2016,153,36000,83000,"Avadi, Chennai"
Bajaj Pulsar 150,2015,150,55000,41000,"Thoraipakkam, Chennai"
KTM Duke 200,2016,199.5,20000,15278,"Madambakkam, Chennai"
KTM RC 200,2016,199.5,26000,21000,"Chengalpattu, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anakaputhur, Chennai"
Bajaj Pulsar 160 NS,2019,160.3,45000,8500,"CP Ramaswami Rd, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Arambakkam, Chennai"
Honda Activa,2016,109,38500,25000,"Palavakkam, Chennai"
Hero Pleasure 100,2018,102,36500,12067,"Perungudi, Chennai"
Hero Splendor Plus 100,2004,97.2,NA,50000,"Mylapore, Chennai"
Yamaha YZF R15,2017,149,90000,43000,"Triplicane, Chennai"
Benelli TNT302,2017,300,229999,18508,"Taramani, Chennai"
Royal Enfield Thunderbird 350,2018,346,159000,16500,"Kolathur, Chennai"
Royal Enfield Thunderbird 350,2018,346,159000,16500,"Kolathur, Chennai"
KTM Duke 200,2016,199.5,25000,200,"Egattur, Chennai"
Honda CB Twister,2011,109,NA,55000,"Tambaram East, Chennai"
Bajaj Avenger 220,2014,220,30000,5500,"Anna Nagar Western Extn., Chennai"
Honda Activa,2013,109,24000,31000,"Valasarawakkam, Chennai"
Bajaj Pulsar RS200,2014,199.5,36000,45000,"Tambaram, Chennai"
Yamaha FZ25,2019,249,110000,8500,"Avadi, Chennai"
Yamaha FZ-1,2012,998,30000,50000,"Navallur, Chennai"
Bajaj Pulsar 180,2014,178.6,47000,55000,"Anna Nagar Western Extn., Chennai"
Royal Enfield Bullet Classic,2020,346,65000,12340,"Attipatttu, Chennai"
KTM Duke 200,2016,199.5,25000,12425,"Chrompet, Chennai"
KTM RC 200,2018,199.5,35000,6370,"Edapalayam, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Chennai G.p.o., Chennai"
Bajaj CT 100,2006,99.27,10000,80000,"Chrompet, Chennai"
Royal Enfield Interceptor 650,2019,648,229999,8000,"Nanganallur, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,27453,"Anna Nagar Western Extn., Chennai"
Royal Enfield Bullet Classic,2016,346,90000,21000,"Chennai G.p.o., Chennai"
KTM Duke 200,2016,199.5,25000,15389,"Moolakadai, Chennai"
Honda CB Twister,2011,109,22000,37791,"Saligramam, Chennai"
Royal Enfield Bullet Classic,2016,346,90000,21000,"Thiruvalluvar Nagar, Chennai"
Suzuki Access,2011,124,20000,2968,"Saligramam, Chennai"
Hero Splendor Plus 100,2003,97.2,18000,200,"Perambakkam, Chennai"
TVS Victor,2018,NA,40000,17850,"Ayanavaram, Chennai"
Bajaj Avenger 220,2016,220,32450,32000,"Chepauk, Chennai"
Yamaha YZF R15,2019,149,100000,10000,"Anna Nagar East, Chennai"
TVS Scooty,2006,87.8,NA,31100,"Selaiyur, Chennai"
Bajaj Pulsar 150,2017,150,62500,18000,"Vadapalani, Chennai"
Honda CB Hornet 160R,2017,162.71,70000,10453,"Raja Annamalaipuram, Chennai"
Yamaha Fascino,2020,113,78000,NA,"Neelankarai, Chennai"
Royal Enfield Thunderbird 350,2014,346,90000,79000,"Kalaignar Karunanidhi Nagar, Chennai"
Hero Honda Hunk,2008,149.2,20000,60000,"Mogappair, Chennai"
Hero Honda Passion,2005,97.2,NA,48000,"Ayanavaram, Chennai"
Piaggio Vespa,2018,125,58000,1000,"Madhavaram, Chennai"
Bajaj Pulsar 220F,2016,220,55000,44000,"Arumbakkam, Chennai"
KTM Duke 250,2018,248.8,160000,24700,"Ambattur, Chennai"
TVS Apache RTR 160,2009,159.7,14000,75000,"Sholinganallur, Chennai"
KTM Duke 200,2016,199.5,130000,14860,"Pallikaranai, Chennai"
KTM Duke 200,2016,199.5,25000,15580,"Icfcolony, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Anna Nagar Western Extn., Chennai"
KTM RC 200,2016,199.5,26000,21000,"Aranvoyal, Chennai"
KTM Duke 200,2016,199.5,25000,15386,"Manimangalam, Chennai"
KTM Duke 200,2016,199.5,55000,15298,"Anna Nagar East, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,12750,"Ambattur, Chennai"
KTM Duke 200,2016,199.5,25000,200,"Annanur, Chennai"
Honda Activa,2012,109,25000,100000,"Anna Nagar Western Extn., Chennai"
Honda Activa,2013,109,30000,33000,"Avadi, Chennai"
Royal Enfield Bullet Classic,2012,346,75000,44800,"Madipakkam, Chennai"
Honda Activa,2012,109,20500,35000,"Kodungaiyur, Chennai"
Honda Activa,2012,109,20500,35000,"Kodungaiyur, Chennai"
TVS Scooty,2012,87.8,20000,14900,"Mahindra World City, Chennai"
Honda Shine SP,2018,124.73,55000,19000,"Moolakadai, Chennai"
Bajaj Pulsar,2014,NA,40000,22084,"Villivakkam, Chennai"
Bajaj Pulsar 150,2018,150,80000,15000,"Alwarthirunagar, Chennai"
Yamaha YZF R15,2017,149,85000,40000,"Washermanpet, Chennai"
Bajaj Pulsar,2011,NA,36500,21000,"Selaiyur, Chennai"
Royal Enfield Bullet Classic,2017,346,128000,28000,"Medavakkam, Chennai"
Yamaha YBR,2011,106,16000,25000,"Veppampattu, Chennai"
Yamaha FZ 16,2014,153,29999,50000,"Vivekananda College Madras, Chennai"
Honda Activa,2015,109,36000,40852,"Mylapore, Chennai"
Royal Enfield Bullet Classic,2018,346,50000,28580,"Flower Bazaar, Chennai"
Honda Activa 4G,2019,109.2,22000,2200,"Gandhi Nagar, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,12340,"Ayanavaram, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anna Nagar East, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,12750,"Alathur, Chennai"
Honda Activa,2014,109,26000,22600,"S. Kolathur, Chennai"
Bajaj Pulsar RS200,2019,199.5,45000,8500,"Alwarthirunagar, Chennai"
Honda Activa 4G,2019,109.2,17500,8500,"Chepauk, Chennai"
KTM Duke 200,2016,199.5,55000,15298,"East Coast Road, Chennai"
KTM Duke 200,2016,199.5,20000,15248,"Urapakkam, Chennai"
Royal Enfield Continental GT,2014,535,150000,33000,"Anna Nagar East, Chennai"
Royal Enfield Thunderbird 500,2016,499,150000,22500,"Kelambakkam, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Avadi, Chennai"
Royal Enfield Bullet Classic,2017,346,50000,99776,"Avadi, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Arambakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15580,"Flowers Road, Chennai"
Royal Enfield Bullet Classic,2017,346,30000,17500,"Chintadripet, Chennai"
KTM Duke 390,2018,373,55000,15055,"Choolai, Chennai"
KTM Duke 200,2016,199.5,30000,14533,"Madras University, Chennai"
Honda Navi,2018,109.19,30000,6000,"Ambattur, Chennai"
Honda Activa,2015,109,40000,40000,"Thyagaraya Nagar, Chennai"
TVS Apache RTR 160,2007,159.7,13000,45800,"Ayanavaram, Chennai"
TVS Apache RTR 160,2007,159.7,13000,48500,"Ayanavaram, Chennai"
Royal Enfield Thunderbird 500,2017,499,110000,11500,"Egmore, Chennai"
Honda Activa,2013,109,30000,33000,"Avadi, Chennai"
Suzuki Access,2011,124,16500,31000,"Palavakkam, Chennai"
Hero Pleasure 100,2015,102,30000,9000,"Medavakkam, Chennai"
TVS Scooty,2014,87.8,28000,33000,"Anna Nagar Western Extn., Chennai"
TVS Heavy Duty Super XL,2014,69.9,17999,14042,"Periyamet, Chennai"
KTM Duke 200,2016,199.5,25000,200,"Ayanavaram, Chennai"
Aprilia SR 150,2018,154.4,55000,15500,"Vepery, Chennai"
Honda Dio,2010,109,20000,28000,"Purasawakkam, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Dr.Radhakrishnan Salai, Chennai"
KTM Duke 200,2016,199.5,25000,45000,"Chengalpattu - Thiruporur Road, Chennai"
KTM RC 200,2018,199.5,30000,14500,"Ekkatuthangal, Chennai"
Honda CBR150R,2012,149.4,80000,18000,"Mogappair, Chennai"
KTM Duke 200,2016,199.5,25000,200,"Ariyalur, Chennai"
Bajaj Chetak 2S,NA,145.45,15000,14824,"Madipakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15386,"Elavur, Chennai"
Royal Enfield Bullet Classic,2017,346,45000,10000,"Edapalayam, Chennai"
TVS Apache RR 310,2018,312.2,170000,18000,"Anna Nagar Western Extn., Chennai"
Bajaj Platina 100 ES,2019,102,58000,27000,"Maduravoyal, Chennai"
Honda Activa 4G,2019,109.2,60000,20000,"Maduravoyal, Chennai"
Yamaha FZ S,2009,153,20000,35000,"Avadi, Chennai"
Aprilia SRV 850 ABS,2019,839,75000,13500,"Tondiarpet, Chennai"
Honda Activa 4G,2017,109.2,40000,22000,"Kundrathur, Chennai"
Suzuki Intruder 150,2018,154.9,70000,17500,"Triplicane, Chennai"
Honda Dio,2017,109,17500,25123,"Kovilancheri, Chennai"
Royal Enfield Bullet,1997,346,89000,200000,"Teynampet, Chennai"
Royal Enfield Bullet Classic,2014,346,98000,39086,"Velachery, Chennai"
Yamaha YZF R1,2010,998,800000,8000,"Kottivakkam, Chennai"
Hero Splendor Plus 100,2007,97.2,15000,18000,"Moulivakkam, Chennai"
Hero Honda CBZ Xtreme,2015,149.2,29999,65000,"Chengalpattu, Chennai"
Honda Activa 4G,2019,109.2,17000,11235,"Guindy, Chennai"
TVS Apache RTR 160,2007,159.7,12500,45800,"G K M Colony, Chennai"
KTM Duke 390,2018,373,45000,17677,"Kondavakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,12500,"Ayappakkam, Chennai"
KTM Duke 200,2016,199.5,25000,45000,"Chetpet, Chennai"
KTM Duke 200,2016,199.5,55000,15298,"Ayanambakkam, Chennai"
Honda Activa,2012,109,29000,66200,"Ambattur, Chennai"
Royal Enfield Bullet Classic,2016,346,28500,11289,"Loyola College, Chennai"
KTM RC 200,2016,199.5,26000,21000,"Ayanavaram, Chennai"
Honda Activa 4G,2019,109.2,17000,11235,"Alathur, Chennai"
Royal Enfield Thunderbird 350X,2019,346,180000,4500,"Perumbakkam, Chennai"
Royal Enfield Continental GT 650,2018,648,285000,8000,"Ambattur, Chennai"
Honda Navi,2016,109.19,22222,36000,"Guindy, Chennai"
Bajaj Pulsar RS200,2017,199.5,90500,35545,"Kovilambakkam, Chennai"
TVS Scooty,2009,87.8,12500,22000,"Virugambakkam, Chennai"
Royal Enfield Bullet Classic,2018,499,170000,13000,"Thirumullaivoyal, Chennai"
Bajaj Avenger 220,2017,220,55000,37000,"Madambakkam, Chennai"
Bajaj Pulsar 180,2018,178.6,59000,31000,"Velachery, Chennai"
Royal Enfield Bullet Classic,2020,346,210000,1300,"Ambattur, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Kalaignar Karunanidhi Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,45000,9685,"Manali, Chennai"
KTM Duke 200,2019,199.5,45000,5417,"Egmore, Chennai"
Honda Activa,2007,109,NA,47812,"Neelankarai, Chennai"
Royal Enfield Bullet Classic,2020,346,45000,12340,"Ambattur Industrial Estate, Chennai"
KTM RC 200,2016,199.5,26000,21000,"Cathedral Road, Chennai"
Honda Activa 4G,2019,109.2,17000,11235,"Chintadripet, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anna Road H.o, Chennai"
Royal Enfield Bullet Classic,2020,346,45000,25000,"East Coast Road, Chennai"
Bajaj Avenger 220,2016,220,80000,25000,"Kolathur, Chennai"
Yamaha SZ-RR,2016,153,39000,83000,"Avadi, Chennai"
Honda CB Hornet 160R,2016,162.71,45000,30000,"Pammal, Chennai"
TVS Scooty,2013,87.8,21000,20100,"Tiruvottiyur, Chennai"
TVS Scooty Zest,2017,109.7,37000,18001,"Padi, Chennai"
Yamaha YZF R15,2014,149,60000,35000,"Madhavaram, Chennai"
Honda Activa,2012,109,33000,38000,"Velachery, Chennai"
Honda Shine SP,2012,124.73,17500,62000,"Choolai, Chennai"
Royal Enfield Himalayan,2020,411,210000,6500,"Chrompet, Chennai"
Bajaj Avenger 220,2016,220,45000,29800,"Mangadu, Chennai"
KTM Duke 250,2017,248.8,136000,25000,"Kovilambakkam, Chennai"
Yamaha YZF R15,2015,149,75000,37850,"MMDA Colony, Chennai"
Yamaha Fazer,2013,123.7,32000,45000,"Perungalathur, Chennai"
Honda Activa 4G,2018,109.2,15000,3214,"Chembarambakkam, Chennai"
KTM Duke 200,2016,199.5,55000,15298,"Ayappakkam, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anna Nagar West, Chennai"
Royal Enfield Bullet Classic,2016,346,28500,11244,"Chetpet, Chennai"
Royal Enfield Bullet Classic,2018,346,135000,34000,"Guindy, Chennai"
Royal Enfield Bullet Classic,2020,346,55000,27192,"Kodungaiy, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Vivekananda College Madras, Chennai"
Royal Enfield Bullet Classic,2020,346,45000,12340,"Ambattur Industrial Estate, Chennai"
KTM RC 200,2016,199.5,26000,32000,"East Coast Road, Chennai"
KTM Duke 200,2016,199.5,25000,14580,"Poonamallee, Chennai"
KTM RC 200,2018,199.5,30000,14000,"Chintadripet, Chennai"
Yamaha FZ 16,2013,153,35000,25000,"Mylapore, Chennai"
KTM Duke 200,2016,199.5,105000,38000,"Poonamallee, Chennai"
Yamaha FZ S,2014,153,25000,70000,"Avadi, Chennai"
Suzuki Intruder 150,2017,154.9,67000,19557,"Choolaimedu, Chennai"
Royal Enfield Thunderbird 350X,2019,346,170000,19200,"Kolathur, Chennai"
Royal Enfield Bullet,NA,346,95000,65000,"Maraimalai Nagar, Chennai"
Yamaha RX135,2003,132,95000,600,"Velachery, Chennai"
KTM RC 390,2017,373.27,30000,17000,"Kil Ayanambakkam, Chennai"
Royal Enfield Bullet Classic,2019,346,65000,7580,"Guindy, Chennai"
Yamaha RX135,1999,132,68999,5000,"Ambattur, Chennai"
Yamaha Ray Z,2016,113,50000,1200,"Villivakkam, Chennai"
Bajaj Avenger 150,2016,150,36500,29937,"Perungudi, Chennai"
Bajaj Pulsar 180,2016,178.6,36500,25021,"Perungudi, Chennai"
Hero Honda CBZ Xtreme,2011,149.2,27000,38000,"Padi Kuppam, Chennai"
Yamaha RX135,2002,132,88000,45000,"Ayappakkam, Chennai"
TVS Jupiter,2019,109,55000,19000,"Kolathur, Chennai"
Bajaj Avenger 220,2013,220,32500,23028,"Perungudi, Chennai"
TVS Scooty Zest,2015,109.7,32000,25979,"Perungudi, Chennai"
Royal Enfield Bullet,1997,346,130000,25000,"Gerugambakkam, Chennai"
Yamaha Ray Z,2016,113,32000,17027,"Perungudi, Chennai"
Yamaha Ray Z,2015,113,31000,51000,"Ambattur, Chennai"
Hero Passion Pro 100,2010,97.2,21000,79000,"Okkiyam Thuraipakkam, Chennai"
Yamaha SZ-R,2011,153,20000,36590,"Thandalam, Chennai"
Bajaj Pulsar,2017,NA,58000,48000,"Sithalapakkam, Chennai"
Bajaj Pulsar 180,2016,178.6,55000,36000,"Medavakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Besant Nagar, Chennai"
KTM Duke 200,2016,199.5,20000,15278,"G K M Colony, Chennai"
KTM Duke 390,2018,373,55000,15055,"Jawahar Nagar, Chennai"
KTM Duke 200,2015,199.5,110000,58000,"Ponmar, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Gandhi Irwin Road, Chennai"
KTM Duke 200,2016,199.5,25000,15386,"Santhosapuram, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Chrompet, Chennai"
Yamaha RX135,1999,132,90000,3000,"Jafferkhanpet, Chennai"
Honda Navi,2017,109.19,30000,11500,"Royapettah, Chennai"
Yamaha Saluto,2019,125,42000,9000,"Madipakkam, Chennai"
Bajaj Pulsar NS200,2018,199.5,75000,38000,"Redhills, Chennai"
Bajaj Pulsar,2016,NA,60000,45000,"Perungalathur, Chennai"
TVS Star,2011,NA,22000,81000,"Nungambakkam, Chennai"
Bajaj Avenger 220,2019,220,75000,800,"Surappattu, Chennai"
Royal Enfield Thunderbird 350,2016,346,130000,28000,"Mugalivakkam, Chennai"
Bajaj Avenger 220,2016,220,93000,25000,"Kolathur, Chennai"
Bajaj V15,2017,149.5,35000,19500,"Nanganallur, Chennai"
Hero XPulse,2014,199.6,25000,65600,"Thiruvanmiyur, Chennai"
TVS Jupiter,2020,109,84000,3000,"Ashok Nagar, Chennai"
Bajaj Pulsar 150,2018,150,60000,57000,"Perungalathur, Chennai"
Honda Dio,2007,109,10000,29955,"Tirusulam, Chennai"
KTM Duke 200,2013,199.5,25000,17974,"Anna Nagar East, Chennai"
Royal Enfield Bullet Classic,2015,499,32000,21523,"Broadway, Chennai"
TVS Apache RTR 160 4V,2019,159.7,75000,24000,"Velachery, Chennai"
Royal Enfield Bullet Classic,2016,346,30000,26000,"Arumbakkam, Chennai"
Honda Activa 4G,2019,109.2,20000,7000,"Besant Nagar, Chennai"
Bajaj Platina 100 ES,2013,102,15000,10000,"Porur--. 8189987289, Chennai"
Honda CB Hornet 160R,2017,162.71,50000,36256,"Kodambakkam, Chennai"
Honda CB Hornet 160R,2017,162.71,50000,36256,"Kodambakkam, Chennai"
Yamaha YZF R15,2018,149,88000,35000,"Adyar, Chennai"
TVS Heavy Duty Super XL,2009,69.9,11000,27500,"Saidapet, Chennai"
TVS Apache,2014,177.4,35000,60000,"Poonamallee, Chennai"
Bajaj Platina 100 ES,2012,102,26000,49000,"Iyyappanthangal, Chennai"
Royal Enfield Interceptor 650,2019,648,280000,5900,"Velachery, Chennai"
KTM RC 200,2015,199.5,1019999,18000,"Saligramam, Chennai"
Bajaj Pulsar,2011,NA,20000,80000,"Tambaram, Chennai"
Bajaj Pulsar,2012,NA,25000,3850,"Vysarpadi, Chennai"
Royal Enfield Bullet,2006,346,80000,15000,"Pallikaranai, Chennai"
Honda Activa,2014,109,20000,60000,"Ambattur, Chennai"
Yamaha FZ-1,2009,998,22000,35000,"West Mambalam, Chennai"
Hero XPulse,2019,199.6,100000,15500,"Villivakkam, Chennai"
Royal Enfield Bullet Classic,2015,499,25000,215232,"Ayappakkam, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anakaputhur, Chennai"
KTM Duke 390,2018,373,55000,15000,"Alwarpet, Chennai"
Royal Enfield Bullet Classic,2019,346,65000,15836,"Chettipunyam, Chennai"
KTM Duke 200,2016,199.5,20000,15555,"Anna Nagar East, Chennai"
Bajaj Pulsar 160 NS,2019,160.3,45000,8500,"Alathur, Chennai"
Honda Activa 4G,2018,109.2,15000,3214,"Alwarthirunagar, Chennai"
Honda Activa 4G,2016,109.2,18500,11578,"Ethiraj Salai, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Camp Road, Chennai"
Honda CB Unicorn 160,2015,162.71,35000,55000,"Tondiarpet, Chennai"
Royal Enfield Bullet,NA,346,95000,50000,"Valasarawakkam, Chennai"
Hero Super Splendor 125,2006,124.7,15000,100000,"Taramani, Chennai"
Yamaha FZ S,2010,153,29000,48000,"Maduravoyal, Chennai"
KTM Duke 200,2013,199.5,25000,17974,"Ariyalur, Chennai"
Royal Enfield Bullet 500,NA,499,125000,7000,"New Washermenpet, Chennai"
Royal Enfield Bullet,NA,346,125000,1500,"New Washermenpet, Chennai"
Yamaha RX100,NA,NA,70000,40000,"Saidapet, Chennai"
Honda CB Trigger 150,2014,150,30000,33000,"Saidapet, Chennai"
Yamaha FZ S,2017,153,65000,50000,"Kundrathur, Chennai"
Honda Activa,2013,109,29000,30000,"Tiruvallikkeni, Chennai"
KTM RC 200,2018,199.5,40000,14000,"Guduvanchery, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,35520,"Balavinayagar Nagar, Chennai"
KTM Duke 200,2016,199.5,20000,15520,"Anna Nagar West, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Ambattur Industrial Estate, Chennai"
KTM Duke 200,2016,199.5,25000,15386,"Kasturba Nagar, Chennai"
KTM Duke 390,2018,373,45000,17271,"Karappakam, Chennai"
Royal Enfield Bullet Classic,2016,346,25000,11125,"Manimangalam, Chennai"
KTM Duke 390,2018,373,55000,15055,"Tondiarpet, Chennai"
Yamaha FZ S,2013,153,35000,21000,"Mogappair West, Chennai"
Bajaj Pulsar 150,2014,150,35000,68000,"Nanmangalam, Chennai"
KTM Duke 200,2019,199.5,35000,12500,"Camp Road, Chennai"
KTM Duke 200,2013,199.5,25000,17974,"Aranvoyal, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Ethiraj Salai, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,17852,"Navallur, Chennai"
KTM Duke 390,2018,373,45000,13738,"Broadway, Chennai"
Hero Honda Passion,2005,97.2,NA,888,"Royapuram, Chennai"
Royal Enfield Thunderbird 500,2014,499,125000,7500,"Thirumullaivoyal, Chennai"
Royal Enfield Bullet Electra Twinspark,2018,346,120000,19000,"Perambur, Chennai"
Royal Enfield Bullet Electra Twinspark,2018,346,120000,19000,"Perambur, Chennai"
KTM Duke 200,2016,199.5,20000,12520,"Ayappakkam, Chennai"
Honda Shine SP,2017,124.73,45000,27000,"Vengadamangalam, Chennai"
Yamaha Ray Z,2016,113,40000,49000,"Nemilichery, Chennai"
Hero Honda CBZ Xtreme,2011,149.2,20000,30000,"Madhavaram, Chennai"
KTM Duke 200,2014,199.5,90000,40000,"Triplicane, Chennai"
Bajaj Avenger 220,2013,220,37000,50800,"Kovilambakkam, Chennai"
Honda Dio,2017,109,17500,9536,"Chitlapakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15306,"Thiruneermalai, Chennai"
Honda Activa 4G,2018,109.2,15000,3214,"Cholambedu, Chennai"
Bajaj Pulsar 220F,2018,220,82000,40000,"Perungudi, Chennai"
KTM Duke 390,2018,373,45000,17587,"Kalavakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,12500,"Avadi, Chennai"
Hero Super Splendor 125,2012,124.7,25000,25000,"Adyar, Chennai"
TVS Scooty,2020,NA,NA,58000,"Chengalpattu - Thiruporur Road, Chennai"
Hero Karizma ZMR,2012,223,26500,39028,"Perungudi, Chennai"
TVS Star Sport,2011,99.7,12500,29676,"Perungudi, Chennai"
Royal Enfield Bullet Classic,2016,346,145000,25000,"Puzhal, Chennai"
TVS Heavy Duty Super XL,2014,69.9,23000,9000,"Korattur, Chennai"
Bajaj Discover 100 M,2013,102,18000,45000,"Palavakkam, Chennai"
Royal Enfield Bullet Classic,2020,346,65000,12500,"Icfcolony, Chennai"
Yamaha Cygnus Alpha,2014,113,30000,286814,"Redhills, Chennai"
Aprilia SR 150,2016,154.4,50000,27066,"Nungambakkam, Chennai"
Yamaha Saluto,2017,125,40000,35000,"Porur, Chennai"
Hero Passion Xpro,2014,110,30000,72814,"Poonamallee, Chennai"
TVS Apache,2017,177.4,75000,19000,"Sholinganallur, Chennai"
TVS Ntorq 125,2019,124.79,75000,19000,"Ambattur, Chennai"
Honda CB Unicorn,2018,149.1,73000,45000,"Pattabiram, Chennai"
Yamaha RX135,1999,132,48000,35000,"Ambattur, Chennai"
Honda Activa,2010,109,15000,80028,"Mugalivakkam, Chennai"
Honda CB Unicorn,2013,149.1,30000,67000,"Guindy, Chennai"
Yamaha Fascino,2017,113,36500,21088,"Perungudi, Chennai"
Royal Enfield Thunderbird 350X,2019,346,160000,4527,"Kelambakkam, Chennai"
TVS Jupiter,2020,109,88000,2800,"Kk Nagar, Chennai"
Royal Enfield Bullet Classic,2019,346,50000,12620,"Alathur, Chennai"
KTM Duke 200,2016,199.5,32000,15478,"D G Vaishnav College, Chennai"
Yamaha Fazer,2014,153,NA,37000,"Kelambakkam, Chennai"
Royal Enfield Bullet Classic,2016,346,30000,26000,"Chepauk, Chennai"
KTM RC 200,2018,199.5,30000,10500,"Kuthambakkam, Chennai"
KTM Duke 200,2016,199.5,25000,15298,"Alandur, Chennai"
KTM Duke 200,2016,199.5,25000,15389,"Gerugambakkam, Chennai"
Honda CB Unicorn,2011,149.1,25000,23107,"Washermanpet, Chennai"
KTM Duke 200,2016,199.5,20000,12520,"Anna Nagar West, Chennai"
KTM RC 390,2017,373.27,30000,17000,"Arambakkam, Chennai"
Hero Honda CBZ Xtreme,2014,149.2,27000,25000,"Manali New Town, Chennai"
TVS Jupiter,2016,109,43000,21800,"Kodungaiyur, Chennai"
Royal Enfield Bullet Classic,2017,346,140000,15000,"Velachery, Chennai"
TVS Star City Plus,2018,109.7,40000,35000,"Anna Nagar, Chennai"
Royal Enfield Thunderbird 350,2015,346,110000,37000,"Sriperumbudur, Chennai"
Royal Enfield Classic Desert Storm,2014,499,150000,30000,"Moolakadai, Chennai"
Yamaha FZ S,2012,153,32000,18997,"Perungudi, Chennai"
TVS Scooty,2010,87.8,12500,29067,"Perungudi, Chennai"
Hero Passion Pro 100,2008,97.2,20000,34000,"Adyar, Chennai"
Hero Splendor Pro 100,2015,97.2,25000,25000,"Adyar, Chennai"
Aprilia SR 150,2014,154.4,25000,25000,"Adyar, Chennai"
Royal Enfield Thunderbird 350,2017,346,105000,23000,"Medavakkam, Chennai"
Royal Enfield Bullet Classic,2018,346,120000,10800,"Royapettah, Chennai"
Hero Splendor Pro 100,2015,97.2,20000,25000,"Adyar, Chennai"
Honda Dio,2014,109,35000,33000,"Porur, Chennai"
Bajaj Platina 100 ES,2019,102,55000,29000,"Maduravoyal, Chennai"
Hero Splendor Plus 100,2019,97.2,58000,10000,"Maduravoyal, Chennai"
Bajaj CT 100,2020,99.27,58000,6000,"Maduravoyal, Chennai"
Honda CB Hornet 160R,2016,162.71,65000,24900,"Velachery, Chennai"
Bajaj Pulsar,2019,NA,68000,15872,"Maduravoyal, Chennai"
Bajaj Avenger 220,2016,220,50000,35462,"Maduravoyal, Chennai"
Bajaj Avenger 220,2017,220,70000,5300,"Kelambakkam, Chennai"
Yamaha FZ S,2016,153,69500,7000,"Virugambakkam, Chennai"
Honda CBR250R,2016,249.6,150000,17000,"Adyar, Chennai"
Bajaj Discover 150S,2014,144.8,40000,22300,"Kattupakkam, Chennai"
Honda Livo,2016,109.19,48000,22500,"Mambakkam, Chennai"
Bajaj Discover 100 M,2006,102,12000,15000,"Thiruvottiyur, Chennai"
